ORF,O1,O2,N1,N2,S1,S2,Q1,Q2
CAGL0L02013g,8587,7078,9022,6183,2925,4309,7255,5432
CAGL0L02035g,5067,3707,4354,3327,2043,2813,3876,2882
CAGL0L02057g,2153,1619,1684,1397,864,1402,1846,1331
CAGL0L02079g,452,316,285,219,194,307,391,184
CAGL0L02101g,777,605,729,641,243,398,813,598
CAGL0L02123g,1960,1686,1778,1624,813,1170,1947,1457
CAGL0L02145g,995,677,928,865,449,579,1013,649
CAGL0L02167g,143,119,264,233,76,77,163,155
CAGL0L02189g,1479,1038,1390,1100,386,1085,1646,941
CAGL0L02211g,310,252,320,316,127,179,324,250
CAGL0L02233g,1579,1033,1143,892,750,908,1278,867
CAGL0L02255g,900,631,811,642,229,579,773,487
CAGL0L02277g,1907,1306,1670,1444,786,1262,1722,981
CAGL0L02299g,4048,2838,3690,4308,1799,1779,3855,2268
CAGL0L02321g,184,144,496,392,88,87,318,205
CAGL0L02343g,2522,1958,2048,2109,1608,1434,2211,1368
CAGL0L02365g,3286,2210,2643,2763,1477,1723,3049,1831
CAGL0L02387g,1024,822,850,561,409,933,825,569
CAGL0L02409g,386,350,373,271,117,290,343,222
CAGL0L02431g,993,715,917,820,332,636,1000,540
CAGL0L02453g,1849,1454,1907,1160,1082,1914,2057,2068
CAGL0L02475g,22718,16803,16820,13144,10797,13393,12181,9028
CAGL0L02497g,96460,77219,89585,67398,42599,42911,83515,71152
CAGL0L02519g,221,160,244,311,106,132,287,119
CAGL0L02541g,591,519,437,322,314,480,497,439
CAGL0L02563g,3528,2886,2171,1522,1189,2086,2120,1589
CAGL0L02585g,1501,1097,1169,764,463,853,1017,781
CAGL0L02607g,291,231,204,181,143,167,225,137
CAGL0L02629g,1163,840,1117,979,436,662,1212,654
CAGL0L02651g,1007,634,944,848,382,540,1034,576
CAGL0L02673g,1890,1385,1582,1346,839,1235,1852,1155
CAGL0L02695g,2396,1794,2011,1496,955,1773,2252,1482
CAGL0L02717g,493,297,870,670,262,416,631,327
CAGL0L02739g,191,165,175,134,59,148,180,120
CAGL0L02761g,2,1,1,2,1,3,2,1
CAGL0L02783g,1941,1366,1704,1319,649,1166,1758,1165
CAGL0L02799g,2003,1597,1474,887,663,1402,1365,1222
CAGL0L02805g,3090,2297,2738,2024,1262,2053,2715,1970
CAGL0L02827g,258,244,557,625,101,188,620,337
CAGL0L02849g,3970,2280,2859,1747,1055,2023,2672,1624
CAGL0L02871g,8839,6666,5434,2748,2179,5688,4909,4531
CAGL0L02893g,1747,1109,1161,709,372,1021,1179,811
CAGL0L02915g,7924,6051,6374,3824,2473,3782,4004,3928
CAGL0L02937g,551,490,576,586,248,237,566,453
CAGL0L02959g,900,611,943,768,338,516,734,530
CAGL0L02981g,492,355,393,270,122,268,337,292
CAGL0L03003g,1935,1411,1268,969,680,1169,1542,1164
CAGL0L03025g,1891,1612,1288,781,650,1467,1188,1170
CAGL0L03047g,2509,1670,1563,782,663,1474,1137,1006
CAGL0L03069g,764,560,720,587,305,620,809,531
CAGL0L03091g,2796,2124,2363,2068,1089,1729,2593,1643
CAGL0L03113g,948,845,871,669,349,531,939,655
CAGL0L03135g,482,347,852,847,227,334,813,413
CAGL0L03157g,120,104,151,114,57,84,194,141
CAGL0L03179g,998,793,1141,880,522,611,1074,777
CAGL0L03201g,684,516,573,536,296,451,673,336
CAGL0L03223g,383,303,392,331,139,278,461,265
CAGL0L03245g,1168,921,983,892,479,587,1018,742
CAGL0L03267g,749,485,448,295,63,53,634,513
CAGL0L03289g,11827,8760,8960,5350,3993,3704,5973,6871
CAGL0L03311g,3528,3071,3027,2449,1677,1874,3031,2492
CAGL0L03333g,422,354,452,384,170,241,468,296
CAGL0L03355g,303,194,329,369,142,188,398,189
CAGL0L03377g,180,123,258,284,66,104,215,124
CAGL0L03388g,0,0,0,1,0,0,0,1
CAGL0L03410g,710,584,724,570,312,481,680,415
CAGL0L03432g,935,646,919,894,217,616,1004,631
CAGL0L03454g,715,436,623,485,184,377,657,379
CAGL0L03476g,1020,733,855,699,371,569,946,547
CAGL0L03498g,964,741,917,771,203,526,971,589
CAGL0L03520g,1450,950,1316,1323,513,990,1475,857
CAGL0L03542g,1357,909,975,749,600,837,1099,769
CAGL0L03564g,1385,882,1224,1078,569,882,1339,770
CAGL0L03586g,4983,3317,3782,2713,1388,2703,3508,2263
CAGL0L03608g,729,550,694,565,262,329,548,388
CAGL0L03630g,4932,3709,5797,4968,2095,2427,5035,3877
CAGL0L03652g,643,392,553,536,272,323,581,376
CAGL0L03674g,606,435,648,594,175,377,623,445
CAGL0L03685r,14,5,9,2,5,8,9,7
CAGL0L03696g,79,63,73,57,36,52,41,21
CAGL0L03718g,1202,742,1045,861,309,716,1097,670
CAGL0L03740g,2065,1506,1371,854,949,1494,1329,960
CAGL0L03762g,346,248,288,296,146,236,321,249
CAGL0L03784g,2369,2016,1890,1531,792,1245,2055,1619
CAGL0L03806g,4090,3202,2823,1559,1517,2828,2290,2051
CAGL0L03828g,3316,2356,2001,1277,1239,2303,1693,1220
CAGL0L03846g,10755,7505,6662,2382,2653,5666,3383,2987
CAGL0L03872g,2798,2102,1807,1000,933,1730,1697,1540
CAGL0L03894g,3,4,5,1,2,3,8,3
CAGL0L03916g,796,556,1177,1199,274,412,1154,477
CAGL0L03938g,300,218,387,569,122,189,566,218
CAGL0L03960g,1571,1117,1681,1391,632,926,1827,974
CAGL0L03982g,294,169,701,751,175,167,567,235
CAGL0L04004g,4253,3367,3727,3184,1388,2428,3691,2503
CAGL0L04026g,1880,1406,1376,774,494,1160,1238,997
CAGL0L04048g,3067,1707,2409,2158,1134,1671,2572,1481
CAGL0L04070g,614,407,444,323,221,353,541,389
CAGL0L04092g,2984,2011,1853,1210,808,1754,1849,1432
CAGL0L04114g,1349,1086,913,601,414,813,859,795
CAGL0L04136g,812,545,882,663,165,527,845,468
CAGL0L04158g,726,533,716,797,303,568,903,433
CAGL0L04180g,442,256,440,415,174,299,390,234
CAGL0L04202g,161,96,169,152,62,109,150,84
CAGL0L04224g,1316,841,1005,799,632,764,1177,747
CAGL0L04246g,5879,3811,4512,3573,1783,2954,4980,3239
CAGL0L04268g,497,293,745,1015,322,258,973,441
CAGL0L04290g,827,629,775,619,348,513,758,528
CAGL0L04312g,2103,1340,1898,1852,893,904,2609,1827
CAGL0L04334g,2183,1699,1493,1188,954,1219,1797,1589
CAGL0L04350g,542,502,460,349,238,340,493,372
CAGL0L04356g,3388,2391,2433,2009,829,1946,2688,1689
CAGL0L04378g,230,110,1352,1746,159,167,932,225
CAGL0L04400g,907,714,723,855,450,709,1062,524
CAGL0L04422g,792,596,733,698,520,587,736,400
CAGL0L04444g,1732,1336,1452,1350,644,1118,1709,1164
CAGL0L04466g,2324,1419,2127,2050,733,1291,2340,1261
CAGL0L04488g,760,605,663,572,320,504,620,435
CAGL0L04510g,7483,4877,5688,4042,3484,4914,5218,3446
CAGL0L04532g,9210,6159,6707,4762,3377,5323,6172,4537
CAGL0L04554g,1037,720,1119,1153,410,584,1150,740
CAGL0L04576g,1626,1028,1497,1308,608,648,1638,1048
CAGL0L04598g,433,381,1157,1559,248,226,856,465
CAGL0L04620g,708,547,608,574,368,439,692,456
CAGL0L04642g,2277,1595,1854,1827,1010,1409,2352,1269
CAGL0L04664g,883,610,1884,2269,418,503,1455,625
CAGL0L04686g,86,46,173,133,26,43,139,87
CAGL0L04708g,1833,1202,1158,1386,1322,1617,1430,554
CAGL0L04730g,1095,812,1128,994,514,640,1194,1006
CAGL0L04752g,555,469,523,430,238,381,519,386
CAGL0L04774g,5334,3489,4149,3344,1820,3233,4427,2720
CAGL0L04796g,2716,2013,2158,1728,1088,1540,2198,1517
CAGL0L04818g,490,339,399,496,248,379,410,247
CAGL0L04832g,1,2,4,0,0,2,1,1
CAGL0L04836g,0,1,1,0,0,0,1,0
CAGL0L04840g,44099,30864,33502,24476,21123,28292,32186,19976
CAGL0L04862g,3160,2550,2512,1953,1212,1734,2527,1918
CAGL0L04884g,799,666,621,574,362,513,773,487
CAGL0L04906r,0,0,0,1,0,0,0,0
CAGL0L04928g,5452,4021,3329,2650,1622,3000,3120,2327
CAGL0L04950g,7694,5263,5061,2825,2266,4261,4195,3595
CAGL0L04972r,0,0,0,0,0,0,0,0
CAGL0L04994g,416,331,427,395,179,323,448,261
CAGL0L05016g,555,354,850,767,179,323,729,417
CAGL0L05038g,684,538,782,566,226,360,690,527
CAGL0L05060g,857,691,727,575,265,684,763,461
CAGL0L05082g,4235,2938,3613,2841,1513,2322,3391,2404
CAGL0L05104g,1086,775,1058,1008,424,654,1202,703
CAGL0L05126g,2407,1668,2356,2465,1204,1469,2757,1561
CAGL0L05148g,22404,16725,16144,12280,9465,10556,14668,9913
CAGL0L05170g,3824,3317,2501,1403,1360,2683,2050,2345
CAGL0L05192g,7,1,3,3,0,1,3,1
CAGL0L05236g,3094,1959,3427,3655,1248,1025,2855,1946
CAGL0L05258g,54,53,78,55,24,38,27,11
CAGL0L05280g,1009,822,827,714,471,491,980,628
CAGL0L05302g,938,582,839,698,393,626,944,545
CAGL0L05324g,8,13,4,6,7,1,21,12
CAGL0L05346g,178,126,164,120,53,87,119,86
CAGL0L05368g,841,661,711,555,262,568,766,512
CAGL0L05390g,1605,1076,1682,1809,818,950,2159,1193
CAGL0L05412g,640,634,641,725,293,397,805,562
CAGL0L05434g,1010,912,4437,2162,161,153,1379,839
CAGL0L05456g,2079,1701,10953,9612,1096,1286,7716,5002
CAGL0L05478g,2324,1888,2319,2073,1320,1282,2084,1487
CAGL0L05500g,2708,2301,1691,726,845,1280,1399,1596
CAGL0L05522g,2884,2196,2505,2505,1289,1707,2990,1858
CAGL0L05544g,1708,1331,1357,1101,818,1068,1422,1004
CAGL0L05566g,2769,1993,1857,1119,925,1784,1669,1385
CAGL0L05588g,319,247,342,285,134,177,342,242
CAGL0L05610g,535,392,533,394,182,310,500,350
CAGL0L05626g,222,226,205,177,94,156,176,189
CAGL0L05632g,2103,1477,2096,1714,698,1077,2143,1297
CAGL0L05654g,1378,944,1497,1217,477,857,1459,789
CAGL0L05676g,4389,2542,4050,2909,1202,1911,3562,1425
CAGL0L05698g,1130,718,770,569,303,670,905,562
CAGL0L05720g,117,83,244,337,35,51,151,33
CAGL0L05742g,387,270,438,606,163,148,434,211
CAGL0L05764r,0,0,0,0,0,0,0,0
CAGL0L05786g,144,140,195,497,13,46,438,129
CAGL0L05830g,1,1,0,0,0,0,1,0
CAGL0L05852g,2233,1593,1705,1463,777,1147,1795,1151
CAGL0L05874g,9536,6391,7763,5849,2993,5331,7518,5113
CAGL0L05896g,459,454,341,308,239,359,488,359
CAGL0L05918g,351,262,278,225,102,195,273,151
CAGL0L05940g,1329,1157,1208,843,243,951,1289,998
CAGL0L05962g,3688,2693,3054,2321,1086,2442,2883,1710
CAGL0L05984g,0,1,0,0,0,0,2,0
CAGL0L06006g,450,318,395,430,204,320,484,292
CAGL0L06028g,1662,1494,2085,2034,805,880,2355,1788
CAGL0L06050g,16,9,7,2,2,6,5,10
CAGL0L06072g,8,6,4,8,2,1,11,11
CAGL0L06094g,105,70,190,137,9,16,98,164
CAGL0L06116g,984,690,952,856,478,637,871,472
CAGL0L06138g,2770,2044,2475,1903,1021,1265,2165,1680
CAGL0L06160g,6483,5316,5331,3578,2390,2675,5017,4099
CAGL0L06182g,2343,1689,2084,1903,846,1520,2264,1299
CAGL0L06204g,5521,4928,5186,3986,2136,2668,4846,4050
CAGL0L06226g,1544,1021,993,791,577,964,1054,681
CAGL0L06248g,961,779,1066,1148,484,540,1088,828
CAGL0L06270g,7972,6894,8712,7630,4262,4904,7534,5680
CAGL0L06292g,518,378,655,735,252,332,719,365
CAGL0L06314g,9168,6438,6090,3073,2251,4620,5026,4392
CAGL0L06336g,2,3,2,0,0,1,4,1
CAGL0L06358g,321,215,364,364,60,165,391,197
CAGL0L06374g,148,116,136,109,90,160,114,85
CAGL0L06380r,0,0,0,0,0,0,0,0
CAGL0L06402g,3267,2110,2592,2184,1247,1695,2572,2230
CAGL0L06424g,33694,33448,30500,22782,7681,7785,22068,23705
CAGL0L06446g,1158,983,1045,970,485,831,855,541
CAGL0L06468g,741,575,674,478,180,459,611,470
CAGL0L06490g,2815,2039,2719,2733,1320,1437,2947,2238
CAGL0L06512g,22,14,28,41,13,22,21,27
CAGL0L06534g,4917,4760,5000,3984,2203,3261,4605,3816
CAGL0L06556g,1349,1004,1326,1130,351,922,1356,740
CAGL0L06578g,5,6,13,8,1,6,5,5
CAGL0L06600g,264,185,383,573,113,135,357,190
CAGL0L06622g,1255,802,3213,2667,398,885,2723,1544
CAGL0L06644g,707,552,1573,1493,286,327,1403,741
CAGL0L06666g,1459,1664,1178,262,868,360,215,703
CAGL0L06688g,1000,638,881,685,237,686,881,551
CAGL0L06710g,314,223,283,219,67,155,300,173
CAGL0L06732g,2740,2234,2122,1886,858,1034,2252,1939
CAGL0L06754g,9967,6525,7230,4497,3387,5046,6425,4615
CAGL0L06776g,317,331,246,168,85,94,177,193
CAGL0L06798g,2133,1691,2247,1980,1056,934,1954,1392
CAGL0L06820g,1033,827,1195,1087,442,516,1203,809
CAGL0L06842g,1292,984,923,760,530,884,972,548
CAGL0L06864g,232,180,325,402,75,108,459,294
CAGL0L06886g,34377,20190,26137,18415,15191,16030,27247,14297
CAGL0L06908g,8212,6377,6958,6082,2999,3891,6780,4872
CAGL0L06930g,163,95,105,107,122,171,136,61
CAGL0L06952g,8940,6558,5633,4380,3063,4297,6199,4276
CAGL0L06974g,1081,719,1809,1859,721,575,1861,984
CAGL0L06996g,236,161,188,162,79,149,182,136
CAGL0L07018g,15,7,10,8,2,0,1,3
CAGL0L07040g,731,521,569,536,273,447,719,542
CAGL0L07062g,1523,1091,1191,932,404,909,1109,876
CAGL0L07084g,414,345,477,408,139,261,458,357
CAGL0L07095r,0,0,0,0,0,0,0,0
CAGL0L07106g,769,574,653,612,277,481,688,480
CAGL0L07128g,495,403,552,687,273,373,779,416
CAGL0L07150g,1607,1189,1298,943,742,1233,1457,931
CAGL0L07172g,3326,2091,2754,2649,1483,2000,2982,1425
CAGL0L07194g,3,2,2,4,2,1,8,3
CAGL0L07216g,8668,5159,6888,6757,3314,5294,7513,3269
CAGL0L07238g,3128,1997,2535,2835,1347,1516,3572,2501
CAGL0L07260g,264,211,322,227,82,185,219,193
CAGL0L07282g,2426,2067,2034,1768,1192,1962,2597,1907
CAGL0L07304g,3405,2636,2990,2538,1429,2004,3414,2346
CAGL0L07326g,669,501,730,665,280,499,793,521
CAGL0L07348g,1854,1225,1713,1422,479,1145,1784,1067
CAGL0L07370g,2476,1926,2267,2085,1034,1694,2778,1609
CAGL0L07392g,594,379,506,487,282,377,579,319
CAGL0L07414g,621,539,462,503,327,406,624,452
CAGL0L07436g,2405,1941,1976,1659,2,0,1,2
CAGL0L07458g,739,482,540,322,172,530,451,352
CAGL0L07480g,420,377,708,684,170,242,841,487
CAGL0L07502g,16117,13117,21768,16923,3706,4253,16066,11326
CAGL0L07546g,3105,1996,3042,2203,1119,1649,2825,1909
CAGL0L07568g,1,0,0,0,0,0,0,0
CAGL0L07590g,4,5,1,1,0,2,1,2
CAGL0L07612r,25,25,10,3,16,33,7,15
CAGL0L07634g,613,583,733,650,159,459,800,493
CAGL0L07656g,1886,1186,2422,2366,1083,1154,2174,1190
CAGL0L07678g,3038,2260,1928,1132,844,1648,1677,1539
CAGL0L07700g,371,249,331,198,149,292,212,217
CAGL0L07722g,37708,26256,31883,29071,16450,14799,29020,21082
CAGL0L07744g,473,341,801,818,191,279,703,338
CAGL0L07766g,128,109,190,163,73,90,224,139
CAGL0L07788g,2223,1694,2165,2185,1100,1521,2681,1638
CAGL0L07810g,2653,1890,2586,1709,907,1231,1615,1451
CAGL0L07832g,1989,1362,1383,652,418,1280,1108,1057
CAGL0L07854g,2530,1824,2323,2148,1128,1590,2197,1170
CAGL0L07876r,0,0,0,0,0,0,0,0
CAGL0L07898g,232,177,237,199,96,136,177,117
CAGL0L07920g,523,321,421,393,261,320,345,171
CAGL0L07942g,200,177,183,177,87,130,145,97
CAGL0L07953g,293,229,244,212,130,248,200,147
CAGL0L07964r,0,1,0,0,0,0,0,0
CAGL0L07986g,432,331,638,665,220,310,626,345
CAGL0L08008g,1995,649,1511,751,662,1056,1088,541
CAGL0L08030g,803,530,744,706,355,456,903,493
CAGL0L08044r,26,17,50,24,21,18,59,43
CAGL0L08052g,1028,673,892,881,477,644,903,471
CAGL0L08068g,2251,1850,2337,1849,899,1380,2297,1476
CAGL0L08074g,1448,976,1685,1520,558,739,1885,1132
CAGL0L08096g,397,278,412,353,173,253,378,289
CAGL0L08103r,8,8,1,2,1,9,7,19
CAGL0L08110g,27556,16171,20036,16196,12319,21750,18942,11065
CAGL0L08114g,27475,19513,18535,13677,12649,16263,20030,12841
CAGL0L08118g,23653,14701,16901,12949,10752,11016,16585,9163
CAGL0L08140g,794,483,795,704,235,511,821,400
CAGL0L08162g,2283,1771,1932,1645,660,1211,2164,1644
CAGL0L08184g,19429,15171,6761,10342,10980,14758,10517,4184
CAGL0L08206g,2794,1923,2094,1169,700,1685,1914,1509
CAGL0L08228g,761,510,678,462,274,526,566,314
CAGL0L08250g,1744,1154,1454,1379,454,936,1989,1430
CAGL0L08272g,8610,6135,6145,4983,3024,4267,7453,5814
CAGL0L08294g,996,827,1077,883,362,579,1053,583
CAGL0L08316g,348,357,333,314,154,261,412,339
CAGL0L08338g,980,759,1159,1267,628,958,1549,998
CAGL0L08360g,2922,1790,2349,1866,702,1628,2386,1441
CAGL0L08382g,83,46,68,72,17,33,66,48
CAGL0L08404g,333,232,336,281,102,173,237,184
CAGL0L08426g,246,307,379,407,130,127,366,253
CAGL0L08448g,6065,4779,5433,4329,1942,1994,4989,3468
CAGL0L08481g,9,8,7,7,4,3,7,3
CAGL0L08492g,1670,1153,1479,1439,789,1103,1828,988
CAGL0L08514g,582,351,500,527,267,470,574,260
CAGL0L08536g,0,0,0,0,0,0,1,0
CAGL0L08547g,11,6,97,87,0,4,69,14
CAGL0L08558r,0,0,0,0,0,0,0,0
CAGL0L08580g,2655,1487,2084,2048,1024,1417,3043,1855
CAGL0L08602g,1003,766,984,1028,353,719,1177,787
CAGL0L08624g,3029,1889,2236,1519,550,1906,2233,1288
CAGL0L08646g,987,696,889,791,421,814,1059,526
CAGL0L08668g,310,247,405,387,184,259,405,185
CAGL0L08690r,0,0,0,0,0,0,0,0
CAGL0L08712g,334,307,470,495,112,134,463,419
CAGL0L08734g,890,613,678,540,420,532,673,507
CAGL0L08756g,5430,3715,3483,1895,1535,2844,2480,2030
CAGL0L08778g,922,664,861,751,342,460,924,600
CAGL0L08800g,2719,1960,2559,2446,1348,1664,2952,1784
CAGL0L08822g,1891,1182,1350,966,640,1303,1629,1125
CAGL0L08844g,1182,697,944,820,299,594,1085,885
CAGL0L08866g,555,485,501,402,103,392,492,303
CAGL0L08888g,585,405,501,603,255,445,672,260
CAGL0L08910g,886,559,848,647,173,524,786,451
CAGL0L08932g,12795,9820,16282,14583,6394,6744,13708,7565
CAGL0L08954g,217,173,213,146,43,133,124,113
CAGL0L08976g,1810,1172,1213,655,545,1211,1020,758
CAGL0L08998g,1633,1109,1020,773,528,1025,1101,697
CAGL0L09020g,310,224,375,268,114,234,359,250
CAGL0L09042g,1505,1067,1408,1310,540,1254,1660,915
CAGL0L09064s,0,0,0,0,0,0,0,0
CAGL0L09086g,164,152,204,236,98,119,229,91
CAGL0L09108g,436,303,503,431,221,304,385,235
CAGL0L09130g,1561,969,1289,1125,354,872,1419,811
CAGL0L09152g,2740,1697,2409,2264,1229,1655,3498,2074
CAGL0L09174g,547,345,503,419,162,287,600,282
CAGL0L09185g,706,478,741,632,292,459,747,452
CAGL0L09207g,607,384,611,585,211,293,560,300
CAGL0L09229g,2035,1419,2097,1955,849,1024,2354,1486
CAGL0L09251g,101,84,135,174,60,57,121,95
CAGL0L09273g,38,32,100,85,27,18,87,32
CAGL0L09295g,6,3,3,6,1,5,11,10
CAGL0L09317r,0,0,0,0,0,0,0,0
CAGL0L09339g,2175,1584,2037,1565,1003,1564,2065,1396
CAGL0L09361g,1,0,3,2,0,1,2,0
CAGL0L09372g,0,2,1,0,0,0,0,0
CAGL0L09383g,696,648,1193,647,280,393,716,819
CAGL0L09405r,0,0,0,0,0,0,0,0
CAGL0L09427r,0,0,0,0,0,0,0,0
CAGL0L09449g,262,186,253,201,94,185,234,156
CAGL0L09471g,772,623,849,702,321,645,929,500
CAGL0L09493g,137,82,58,50,71,109,41,15
CAGL0L09515r,0,0,0,0,0,0,0,0
CAGL0L09537g,9,15,20,11,6,10,13,12
CAGL0L09559r,2,0,0,0,0,1,1,0
CAGL0L09581g,1108,862,943,764,575,764,978,613
CAGL0L09603g,619,515,617,539,298,473,575,381
CAGL0L09625g,1311,1003,1105,800,525,771,1173,880
CAGL0L09647g,4286,2613,3038,2440,1721,2280,3196,2426
CAGL0L09669g,3335,2350,2157,1160,739,1963,1775,1471
CAGL0L09691g,1303,914,887,824,451,933,937,428
CAGL0L09713g,3637,2691,3263,2689,2004,1791,3261,2189
CAGL0L09735g,713,516,780,650,252,490,693,419
CAGL0L09757g,1410,1052,1232,1107,603,788,1302,832
CAGL0L09779g,375,335,261,227,150,242,229,221
CAGL0L09801g,1926,1695,1855,1490,796,896,1726,1332
CAGL0L09823g,428,328,422,383,168,241,405,284
CAGL0L09845g,1144,1049,940,636,443,926,1069,884
CAGL0L09867g,2738,2151,2353,1995,1506,1814,2565,1705
CAGL0L09889g,1199,786,1115,1109,452,584,1236,624
CAGL0L09911g,536,443,321,270,156,176,392,317
CAGL0L09933g,1230,1055,1877,2516,492,567,2128,1506
CAGL0L09955g,2168,1822,1915,1466,821,1104,1759,1398
CAGL0L09999g,124,112,116,116,47,68,99,66
CAGL0L10015g,1589,1180,1019,891,666,838,1143,896
CAGL0L10021g,3914,2617,2903,2526,1466,2307,3083,1968
CAGL0L10043g,1185,1006,1224,999,396,604,1108,766
CAGL0L10065r,0,0,0,0,0,0,0,0
CAGL0L10092g,226,183,259,254,72,64,189,162
CAGL0L10120g,3758,2827,2695,2161,1235,1964,2533,2028
CAGL0L10142g,839,603,368,277,294,375,411,381
CAGL0L10164g,1938,1710,1329,969,698,1073,1209,772
CAGL0L10186g,623,518,804,951,393,300,958,865
CAGL0L10208g,521,399,611,701,241,280,755,477
CAGL0L10230g,728,555,694,589,308,484,640,504
CAGL0L10252g,644,479,596,448,173,333,597,369
CAGL0L10274r,0,0,0,0,0,0,0,0
CAGL0L10318g,1078,793,1004,994,267,622,1244,987
CAGL0L10340g,218,114,186,216,59,106,185,93
CAGL0L10362g,1125,1013,1114,672,422,578,705,565
CAGL0L10384g,406,345,441,410,200,343,449,309
CAGL0L10406g,5814,4243,4959,4329,1910,1872,4559,3452
CAGL0L10428g,800,805,669,689,340,430,716,543
CAGL0L10450g,1393,945,1271,1431,754,830,1486,746
CAGL0L10472g,926,729,1023,1136,572,804,1354,702
CAGL0L10494g,1776,1355,1176,1333,762,1228,1555,696
CAGL0L10516g,5669,3817,3597,1900,1803,3316,3004,2444
CAGL0L10538g,1586,1053,1496,1270,662,941,1569,904
CAGL0L10560g,9234,8375,7064,5170,3088,4180,6450,5778
CAGL0L10582g,1293,757,2143,2183,498,683,1628,743
CAGL0L10604g,510,415,635,601,248,286,638,389
CAGL0L10626g,144,102,133,87,15,47,115,65
CAGL0L10648g,1790,1390,1881,1455,616,1104,1760,1072
CAGL0L10670g,1551,1074,1808,1451,563,709,1643,947
CAGL0L10692g,390,274,347,263,166,213,271,210
CAGL0L10714g,2607,1824,1814,1598,1347,1392,1753,869
CAGL0L10736g,209,167,227,227,91,168,213,128
CAGL0L10758g,11840,8577,10224,7632,4404,4869,8970,6509
CAGL0L10780g,44815,24872,29883,32940,22060,25246,43908,17225
CAGL0L10802g,25,15,19,12,17,3,10,6
CAGL0L10824g,1721,1160,1468,1296,800,932,1717,1154
CAGL0L10846g,1224,730,907,618,454,745,787,504
CAGL0L10868g,3399,2575,1939,1755,1426,1762,2140,1574
CAGL0L10879r,13,14,8,10,5,18,11,8
CAGL0L10890g,4813,3493,3019,1628,1497,2514,2564,2124
CAGL0L10912g,1444,813,1341,601,484,647,431,506
CAGL0L10934g,825,685,819,580,313,494,574,572
CAGL0L10956g,445,284,420,386,128,292,517,302
CAGL0L10978g,3351,3048,2516,1997,1197,2052,2801,2209
CAGL0L10989r,11,6,3,4,3,5,11,4
CAGL0L11000g,1156,825,1079,861,436,700,973,726
CAGL0L11022g,666,556,545,430,290,593,641,385
CAGL0L11044g,968,820,1135,1179,675,735,1200,906
CAGL0L11066g,3218,2730,1898,1992,1753,2671,2749,1692
CAGL0L11088g,2534,1887,1694,1361,1028,1603,1830,1110
CAGL0L11110g,3192,2297,3042,2636,1173,1774,2979,1721
CAGL0L11132g,4414,3584,3618,2381,1351,1997,2959,2849
CAGL0L11154g,581,395,925,1021,317,375,807,329
CAGL0L11176g,1357,1054,1156,783,426,875,1252,948
CAGL0L11198g,720,535,712,548,261,496,685,442
CAGL0L11220g,2792,2038,2045,1439,819,1631,2033,1358
CAGL0L11242g,436,357,440,346,171,345,469,321
CAGL0L11264g,1552,935,1219,1018,467,839,1302,799
CAGL0L11286g,34,27,28,14,15,23,15,6
CAGL0L11308g,1555,1082,1292,1109,490,1011,1360,794
CAGL0L11330g,475,305,463,410,212,346,540,325
CAGL0L11352g,3861,2724,3256,2821,1594,2479,3633,2344
CAGL0L11374g,1048,622,858,859,515,518,829,483
CAGL0L11396r,0,0,0,0,0,0,0,0
CAGL0L11418g,980,853,894,763,443,627,833,692
CAGL0L11440g,1811,1160,2212,2300,840,998,1963,865
CAGL0L11462g,57149,41983,43754,31435,25829,32111,42919,27846
CAGL0L11484g,12987,11049,9160,7001,5366,8045,10866,9535
CAGL0L11506g,7528,4676,5655,4013,2317,4041,5104,3036
CAGL0L11528g,1102,961,950,644,432,664,838,694
CAGL0L11550g,2279,1673,1930,1679,790,1145,2255,1485
CAGL0L11572g,1933,1283,2746,2012,445,1047,2005,1104
CAGL0L11594g,2135,1591,1478,745,489,1539,1199,1104
CAGL0L11616g,321,203,374,377,124,254,347,175
CAGL0L11638g,5364,4287,3441,1774,2025,4182,2758,2908
CAGL0L11660g,4501,2651,2950,2022,1090,2313,2722,1810
CAGL0L11682r,0,0,0,1,0,0,0,0
CAGL0L11704g,964,956,869,664,466,851,942,801
CAGL0L11726g,766,511,799,688,366,496,861,535
CAGL0L11748g,842,735,884,663,349,475,756,561
CAGL0L11770g,3547,2734,3018,2334,1290,1992,2754,1944
CAGL0L11792g,18576,13854,15323,10422,5759,7736,13510,9980
CAGL0L11814g,2720,1668,2467,2372,930,1140,2787,1522
CAGL0L11836g,1978,1691,2301,1827,610,1191,2237,1679
CAGL0L11858g,1863,1385,1451,1099,655,1068,1466,1037
CAGL0L11880g,1190,923,1421,1470,395,594,1417,895
CAGL0L11902g,73,52,222,172,62,37,178,109
CAGL0L11924g,1185,765,1049,974,407,703,1181,740
CAGL0L11946g,1254,845,1004,729,262,703,1211,752
CAGL0L11968g,396,311,346,270,106,314,428,313
CAGL0L11990g,63,78,91,58,25,27,34,37
CAGL0L12012g,73,78,226,220,66,43,141,79
CAGL0L12034g,1395,1031,1105,952,525,806,1186,816
CAGL0L12056g,9376,8353,9178,8458,3341,3667,9075,7798
CAGL0L12078g,5370,3803,5818,5462,2126,2105,6098,3450
CAGL0L12100g,4,2,3,1,0,0,0,2
CAGL0L12122g,0,0,0,0,0,0,1,1
CAGL0L12144g,1502,1133,1940,1587,381,969,2011,1043
CAGL0L12166g,141,60,119,97,12,32,103,74
