ORF,O1,O2,N1,N2,S1,S2,Q1,Q2
CAGL0L12188g,1525,944,1372,1021,431,1019,1382,832
CAGL0L12210g,969,583,876,685,299,614,1021,499
CAGL0L12232g,1508,1039,1235,1141,574,959,1399,800
CAGL0L12254g,1585,1392,1627,1424,526,594,1609,1269
CAGL0L12276g,899,630,747,711,315,330,832,802
CAGL0L12298g,545,488,610,541,274,318,570,428
CAGL0L12320g,71,66,85,97,56,11,59,61
CAGL0L12342g,825,512,1111,1022,377,448,1108,619
CAGL0L12364g,6502,4900,4926,4309,2953,3234,5286,3536
CAGL0L12386g,1010,787,782,539,353,521,755,645
CAGL0L12408g,2854,2094,1960,1299,855,1472,1948,1591
CAGL0L12430r,0,0,0,0,0,0,0,0
CAGL0L12452g,4414,3467,3952,3267,1686,2165,3867,2901
CAGL0L12474g,990,850,1060,1027,475,382,1082,698
CAGL0L12496g,1,6,5,2,3,2,5,2
CAGL0L12518g,14,4,6,4,0,6,3,2
CAGL0L12540g,12328,10177,8615,6676,5268,6540,9898,7986
CAGL0L12562g,383,351,383,323,194,191,433,360
CAGL0L12584g,680,509,548,410,209,258,567,427
CAGL0L12606g,1306,734,951,746,427,624,1033,645
CAGL0L12628g,238,222,263,201,125,149,265,230
CAGL0L12650g,789,556,678,616,258,456,714,474
CAGL0L12672g,5725,4069,3610,2111,2010,4076,3200,2716
CAGL0L12694g,250,151,254,210,50,115,282,132
CAGL0L12716g,111,79,132,96,62,67,116,82
CAGL0L12738g,221,182,182,136,75,115,142,106
CAGL0L12760g,11424,7804,8639,6504,4585,5081,9497,5760
CAGL0L12782g,651,665,599,378,204,289,355,408
CAGL0L12804g,4405,3152,3811,3328,1847,2319,3954,2526
CAGL0L12826g,468,335,406,354,187,297,439,335
CAGL0L12848g,991,825,959,1053,474,709,1061,676
CAGL0L12870g,32676,24842,24823,18186,15738,17465,24797,15973
CAGL0L12892g,1546,1276,974,719,430,386,726,707
CAGL0L12914g,3676,2438,4309,4694,1625,1464,3742,1945
CAGL0L12936g,6113,4310,5060,4568,2411,2697,5377,3668
CAGL0L12958g,662,479,584,545,352,475,631,347
CAGL0L12980g,1293,866,1120,959,452,883,1174,748
CAGL0L13002g,1206,820,1109,966,452,714,1158,662
CAGL0L13024g,1716,1510,1262,1230,869,1114,1611,1218
CAGL0L13046g,770,671,663,587,301,396,681,478
CAGL0L13068g,2113,1520,970,870,440,1138,984,604
CAGL0L13090g,797,604,290,387,395,654,595,218
CAGL0L13112g,2212,1714,2159,1789,328,1448,2512,1510
CAGL0L13134g,306,173,357,412,94,120,340,165
CAGL0L13156g,2061,1644,1597,876,787,1363,1520,1276
CAGL0L13178g,1446,1113,990,822,835,1215,1124,597
CAGL0L13200g,1111,881,934,895,480,669,1069,727
CAGL0L13222g,1454,1310,1274,1192,612,815,1138,951
CAGL0L13244g,1640,1123,1385,1356,642,982,1628,786
CAGL0L13266g,5,0,2,1,1,0,6,4
CAGL0L13288g,722,487,594,471,108,304,484,331
CAGL0L13299g,50,38,55,37,8,19,25,12
CAGL0L13332g,356,280,388,345,153,185,354,207
CAGL0L13354g,10,6,66,21,2,5,31,29
CAGL0L13365r,96794,28284,152211,38410,15437,13802,60080,27083
CAGL0L13376g,10913,3380,17188,4376,1603,1216,6874,3283
CAGL0L13387r,1051,453,717,456,300,228,535,398
CAGL0L13392g,231,117,232,170,57,57,184,175
CAGL0L13398r,46646,14399,82773,21233,8014,8399,32046,14754
CAGL0L13409r,9,3,24,11,37,14,7,6
CAGL0L13431g,5,3,0,1,0,1,2,2
CAGL0M00110g,0,0,0,0,0,0,0,0
CAGL0M00132g,18,8,18,6,24,38,9,3
CAGL0M00154g,89,47,420,199,524,835,823,448
CAGL0M00176g,3393,1745,4637,5206,3984,4978,7126,3329
CAGL0M00198g,1458,1313,1208,856,728,793,1185,951
CAGL0M00220g,5331,3448,5373,5898,2265,2998,5158,2551
CAGL0M00242g,786,542,751,666,280,570,664,420
CAGL0M00264g,729,569,609,422,204,446,724,458
CAGL0M00286g,868,633,848,770,296,665,944,552
CAGL0M00308g,0,0,0,0,0,0,0,2
CAGL0M00330g,8178,4531,5907,5202,3995,4558,6276,2917
CAGL0M00352g,617,385,828,726,376,655,745,374
CAGL0M00374g,1252,811,1510,1300,451,554,1417,748
CAGL0M00396g,893,635,754,579,149,660,806,570
CAGL0M00418g,702,375,716,574,371,528,677,353
CAGL0M00440g,64,44,106,95,28,32,94,60
CAGL0M00462g,2013,1382,1712,1505,638,1337,2031,1230
CAGL0M00484g,2381,1524,1651,938,698,1595,1360,910
CAGL0M00506g,3673,2326,2689,1862,845,2210,2392,1577
CAGL0M00528g,1317,905,1255,1130,654,760,1197,781
CAGL0M00550g,447,293,467,494,204,239,499,265
CAGL0M00572g,561,454,492,386,252,398,391,306
CAGL0M00594g,813,620,767,830,308,512,918,450
CAGL0M00616g,310,188,357,431,124,197,376,175
CAGL0M00638g,6187,5385,4010,2770,2674,4690,4206,3274
CAGL0M00660g,2969,2109,2699,2921,1519,1717,2962,1755
CAGL0M00682g,244,142,260,195,60,150,205,113
CAGL0M00704g,2,0,2,0,0,0,1,2
CAGL0M00726g,1,1,1,1,0,3,3,1
CAGL0M00748g,445,290,438,329,210,220,419,286
CAGL0M00770g,3779,2805,2630,2283,1027,1974,2735,2121
CAGL0M00792g,2,4,2,1,2,3,0,0
CAGL0M00814g,88796,71848,67421,47525,39257,53741,62846,48012
CAGL0M00836g,1147,712,1062,1006,344,768,1201,651
CAGL0M00858g,3383,2178,2088,1802,1514,1917,2842,1719
CAGL0M00874g,1202,1049,959,736,490,843,985,675
CAGL0M00880g,2177,1354,2064,2061,1105,1001,1855,954
CAGL0M00902g,3045,2633,1980,1588,1298,1497,1963,1629
CAGL0M00924g,1599,1170,1503,1155,403,853,1411,956
CAGL0M00946g,1888,1394,1217,747,681,1189,1267,1079
CAGL0M00968g,254,143,212,169,78,142,168,124
CAGL0M00990g,2264,1563,1822,1360,756,1989,1794,952
CAGL0M01012r,3,1,3,0,0,0,1,0
CAGL0M01056g,1877,1367,1245,610,695,1263,977,1006
CAGL0M01078g,521,362,480,555,211,324,500,287
CAGL0M01100g,2214,1522,1566,1299,775,1332,1953,1346
CAGL0M01122g,519,343,489,366,204,366,454,252
CAGL0M01144g,1595,1003,1333,1178,421,995,1550,883
CAGL0M01166g,29,9,19,18,18,17,26,8
CAGL0M01188g,1637,996,1062,892,401,1001,1205,820
CAGL0M01210g,2004,1516,1460,766,559,1162,1259,1111
CAGL0M01232g,1554,959,1139,802,370,990,1189,737
CAGL0M01254g,923,754,896,628,400,753,829,539
CAGL0M01276g,429,266,345,274,39,115,344,205
CAGL0M01298g,1378,855,1186,918,549,936,1178,698
CAGL0M01320g,729,601,721,697,287,387,731,617
CAGL0M01342g,931,717,958,999,488,610,981,628
CAGL0M01364g,2208,1666,1884,1353,726,998,1405,1283
CAGL0M01386g,2185,1410,1808,1391,434,1278,1667,1038
CAGL0M01408g,2490,1757,1293,1024,625,1216,1246,846
CAGL0M01430g,5272,3416,3514,1981,1356,3044,2933,2273
CAGL0M01452g,246,130,269,251,99,116,233,105
CAGL0M01474g,1484,1041,1162,1113,564,861,900,574
CAGL0M01496g,4013,2569,3334,2586,1159,2211,3031,1869
CAGL0M01518g,669,460,647,642,309,418,821,590
CAGL0M01540g,810,736,789,787,405,531,945,630
CAGL0M01562g,2970,2764,2659,2625,2006,2160,1931,943
CAGL0M01584r,0,0,0,0,0,0,0,0
CAGL0M01606g,2191,1453,1788,1522,673,1408,1932,1147
CAGL0M01628g,1175,1036,1232,1009,535,665,997,903
CAGL0M01650g,2716,2268,2395,2432,1031,1011,2698,2014
CAGL0M01672g,348,230,443,396,117,168,402,236
CAGL0M01694g,2374,1596,1721,2044,1151,1287,1719,960
CAGL0M01716g,54,53,37,18,44,63,20,16
CAGL0M01738g,2064,1471,1723,1379,775,1136,1885,1188
CAGL0M01760g,10705,6743,5616,5292,2861,4304,4548,2679
CAGL0M01782g,2204,1466,2143,1889,854,1233,2478,1448
CAGL0M01804g,10223,6384,7542,5440,3510,5008,7174,4823
CAGL0M01826g,12422,12369,9935,7740,3744,3713,8787,8366
CAGL0M01848g,405,341,500,413,181,90,427,236
CAGL0M01870g,23,26,67,38,7,14,49,29
CAGL0M01892g,37,16,29,24,16,19,26,15
CAGL0M01914g,2371,1631,2659,1816,586,1297,2157,1159
CAGL0M01936g,1186,686,1113,1016,312,630,1065,477
CAGL0M01958g,1090,712,1145,931,324,618,1126,663
CAGL0M01980g,196,129,205,184,60,153,171,86
CAGL0M02002g,1150,873,830,492,250,687,684,565
CAGL0M02013g,110,91,120,129,47,64,114,69
CAGL0M02035g,621,369,663,557,158,320,619,347
CAGL0M02057g,385,287,382,351,153,319,460,226
CAGL0M02079g,636,430,592,517,150,286,738,480
CAGL0M02101g,693,572,739,609,290,358,575,425
CAGL0M02123g,1612,1526,1234,1294,795,1067,1304,1089
CAGL0M02145g,736,490,502,331,253,483,443,264
CAGL0M02167g,696,515,1120,702,162,218,555,380
CAGL0M02189g,344,210,295,297,149,211,310,180
CAGL0M02211g,2855,2019,5225,5044,1487,1573,3853,2083
CAGL0M02233g,915,633,819,734,392,648,904,521
CAGL0M02255g,679,477,679,766,350,454,786,388
CAGL0M02277g,461,378,416,383,212,333,503,291
CAGL0M02299g,996,809,1063,1025,420,701,1079,658
CAGL0M02321g,318,198,278,233,106,209,287,149
CAGL0M02343g,42,21,41,44,26,18,52,27
CAGL0M02365g,204,153,212,121,75,62,203,119
CAGL0M02387g,315,190,415,338,142,210,414,180
CAGL0M02409g,4573,3283,2906,1446,1439,3480,2481,2177
CAGL0M02431g,6767,5336,6297,5286,3024,3622,6325,4383
CAGL0M02453g,312,222,313,213,148,191,280,218
CAGL0M02497g,26088,15982,18985,12851,13803,15207,19052,10758
CAGL0M02519g,656,521,593,503,240,430,552,298
CAGL0M02541g,1,0,1,1,0,0,1,0
CAGL0M02563g,1333,1120,1167,1048,521,910,1344,877
CAGL0M02585g,685,553,632,393,251,550,578,406
CAGL0M02607g,1826,1211,1687,1365,615,1056,1363,911
CAGL0M02629g,1834,1379,3609,3051,698,770,3762,2472
CAGL0M02640r,16,4,5,2,8,9,5,5
CAGL0M02651g,770,633,627,601,383,502,657,437
CAGL0M02673g,890,736,820,675,444,445,780,592
CAGL0M02695g,62260,45643,47902,38401,25167,31303,46902,32872
CAGL0M02717g,31,19,11,10,8,26,10,9
CAGL0M02739g,2181,1644,1975,1444,1030,1421,2127,1320
CAGL0M02761g,1136,892,908,647,269,615,796,689
CAGL0M02783g,1617,1286,1720,1358,618,910,1382,1039
CAGL0M02805g,5878,3869,4185,2275,1138,3471,3226,2544
CAGL0M02849g,61562,54767,46870,35614,26344,33458,49443,38628
CAGL0M02871g,2198,1655,5324,4709,985,1432,4172,2700
CAGL0M02893g,2111,1487,1731,1460,681,1085,1704,1161
CAGL0M02915g,9,17,53,36,0,3,17,16
CAGL0M02937g,2402,1733,2344,2617,1099,1088,2743,2086
CAGL0M02959g,1826,1299,1569,1318,670,1078,1693,967
CAGL0M02981g,446,274,460,603,155,253,500,230
CAGL0M03003g,59,38,18,17,1,1,3,3
CAGL0M03025g,111,64,162,151,13,19,56,16
CAGL0M03047g,670,577,649,633,281,391,719,511
CAGL0M03069g,1740,1176,1400,1152,409,997,1520,902
CAGL0M03091g,1223,836,867,690,285,851,900,573
CAGL0M03113g,903,605,975,831,322,636,1093,573
CAGL0M03135g,1623,1191,1768,1641,695,972,1684,1034
CAGL0M03157g,1260,966,1284,1282,620,840,1374,827
CAGL0M03179g,1321,774,1571,1395,564,759,1299,847
CAGL0M03201g,1670,1085,1297,1102,601,1122,1434,879
CAGL0M03223g,11344,7090,8831,7388,5228,6901,9274,5529
CAGL0M03245g,1802,1237,1908,1336,787,1107,1618,1266
CAGL0M03267g,239,183,220,209,124,161,264,141
CAGL0M03289g,281,174,252,205,124,171,226,154
CAGL0M03305g,4,9,56,21,6,4,23,21
CAGL0M03311g,2082,1371,2463,1764,1255,2458,3193,1981
CAGL0M03333g,2569,1846,2206,2027,1137,1539,2498,1638
CAGL0M03355g,2727,1578,2700,2663,839,1566,2843,1292
CAGL0M03366g,139,151,132,101,25,136,121,105
CAGL0M03377g,862,643,1165,1544,585,372,1270,545
CAGL0M03399g,1032,821,832,933,663,786,1039,526
CAGL0M03421g,0,0,3,1,0,0,0,0
CAGL0M03443r,0,0,0,0,0,0,0,0
CAGL0M03465g,13,29,13,27,3,0,42,22
CAGL0M03487g,912,722,663,450,334,348,495,381
CAGL0M03509r,0,0,0,0,0,0,0,0
CAGL0M03531g,9521,6306,8161,7361,4031,5533,9425,5201
CAGL0M03553g,1139,809,1051,899,424,462,1021,654
CAGL0M03564r,1,1,0,1,3,1,0,0
CAGL0M03575g,1353,1074,1214,1095,618,660,1404,885
CAGL0M03597g,953,737,998,849,326,530,1068,692
CAGL0M03619g,1610,1175,1062,687,470,1022,1033,800
CAGL0M03641g,656,467,698,550,250,461,755,417
CAGL0M03663g,263,183,260,245,53,175,258,147
CAGL0M03685g,843,536,654,666,346,573,845,459
CAGL0M03707g,2035,1295,1581,1449,499,1305,1954,1037
CAGL0M03729g,2096,1501,3083,2688,845,1250,2960,1684
CAGL0M03751g,1140,951,963,654,360,614,853,758
CAGL0M03773g,4176,3744,4222,3288,1278,1380,3407,3124
CAGL0M03795g,2188,1981,1082,1519,1209,2067,2438,736
CAGL0M03817g,686,576,691,611,342,361,664,418
CAGL0M03839g,525,434,655,717,203,258,542,382
CAGL0M03861g,48124,37227,36179,24960,23233,29387,37337,25160
CAGL0M03883g,2364,1656,1563,1221,1096,1234,1827,1189
CAGL0M03905g,5332,4499,3316,1823,1915,3859,3108,3122
CAGL0M03927g,629,551,699,526,273,361,698,529
CAGL0M03949g,654,665,585,364,223,296,532,726
CAGL0M03971g,325,203,308,234,75,173,241,252
CAGL0M03993g,1829,1532,1731,1580,821,1050,2154,1510
CAGL0M04015g,155,126,173,183,76,74,182,109
CAGL0M04037g,2114,1552,1630,1383,992,1144,1846,1434
CAGL0M04059g,780,555,539,492,326,443,622,419
CAGL0M04081g,491,293,374,366,223,260,452,240
CAGL0M04103g,2,3,7,2,0,1,1,6
CAGL0M04125g,1184,781,1092,941,556,660,975,484
CAGL0M04147g,603,442,802,941,326,380,927,506
CAGL0M04169g,2711,2491,2851,2375,961,887,2900,2342
CAGL0M04191g,2448,2083,3459,4153,1066,938,3897,2433
CAGL0M04213g,808,762,696,643,261,276,755,626
CAGL0M04235g,403,268,426,361,117,218,424,245
CAGL0M04257g,616,434,538,436,280,437,686,438
CAGL0M04279g,4865,3397,3342,1656,1003,2866,2709,2222
CAGL0M04301g,268,201,224,139,104,201,227,162
CAGL0M04323g,2770,2312,2066,1785,1115,1646,1785,1368
CAGL0M04345g,358,255,136,205,166,223,182,74
CAGL0M04367g,2601,1709,1191,1532,1311,2107,1877,628
CAGL0M04389g,695,501,677,539,220,401,751,434
CAGL0M04411g,107,85,90,66,16,32,76,41
CAGL0M04433g,1770,1188,1608,1280,583,1136,1530,921
CAGL0M04455g,1576,1067,1131,956,482,901,1451,912
CAGL0M04477g,202,155,178,152,47,59,144,103
CAGL0M04499g,376,251,229,196,97,129,254,172
CAGL0M04521g,1234,781,1004,761,380,751,1033,598
CAGL0M04543g,474,371,498,308,112,331,396,316
CAGL0M04565g,662,454,535,615,271,416,608,298
CAGL0M04587g,615,510,385,255,191,418,377,313
CAGL0M04609g,1319,965,984,765,506,888,1036,688
CAGL0M04620g,179,129,202,184,87,132,175,131
CAGL0M04631g,454,426,369,273,145,315,354,329
CAGL0M04653g,726,445,699,626,186,441,753,408
CAGL0M04675g,569,404,1303,1169,267,331,726,374
CAGL0M04697g,911,605,833,778,443,539,841,570
CAGL0M04719g,1801,1478,1151,618,643,1281,1031,968
CAGL0M04741g,663,513,606,594,345,527,699,455
CAGL0M04763g,94,105,406,458,82,104,310,138
CAGL0M04785r,0,0,0,0,0,0,0,0
CAGL0M04807g,3485,2525,3073,2506,1204,2131,3380,2000
CAGL0M04829g,10727,5918,7444,3413,2885,6520,5388,3870
CAGL0M04851g,1,0,0,0,0,0,1,1
CAGL0M04873g,36373,23835,27802,20063,14677,21101,26714,17853
CAGL0M04895g,581,421,738,644,188,416,811,414
CAGL0M04917g,5,3,2,4,0,4,4,6
CAGL0M04939g,402,298,392,276,170,356,370,291
CAGL0M04961g,3559,2380,2899,2275,1641,2442,3257,1828
CAGL0M04983g,4014,3145,3505,3173,1710,1888,4135,3773
CAGL0M05005g,879,799,788,656,369,404,945,885
CAGL0M05027g,2379,1584,2152,2155,869,1419,2323,1260
CAGL0M05049g,2277,1439,2195,1967,944,1236,2163,1155
CAGL0M05071r,9,2,3,2,7,8,3,1
CAGL0M05093r,0,0,0,0,0,0,0,0
CAGL0M05115g,27,25,18,21,9,25,9,9
CAGL0M05137g,2268,1775,3274,2586,943,1787,2482,1898
CAGL0M05159g,2689,1979,2278,1371,858,1499,1628,1265
CAGL0M05181g,506,357,356,288,162,251,292,220
CAGL0M05203g,1840,1347,1442,933,547,1126,1380,1088
CAGL0M05225g,867,537,677,428,371,481,583,408
CAGL0M05247g,742,485,659,602,340,493,773,447
CAGL0M05269g,194,160,135,63,76,121,99,95
CAGL0M05291g,986,732,970,842,339,637,1012,554
CAGL0M05313g,149,131,145,139,74,106,126,82
CAGL0M05335g,2703,1795,2215,1893,1033,1425,2275,1370
CAGL0M05357g,2610,1920,2030,1722,1201,1730,2132,1376
CAGL0M05379g,202,157,246,278,129,104,351,162
CAGL0M05401g,3,7,6,3,2,4,6,7
CAGL0M05423g,2876,2195,2522,2158,1164,1468,2608,1806
CAGL0M05445g,442,300,574,479,156,277,479,324
CAGL0M05467g,186,131,271,269,109,118,234,109
CAGL0M05489g,1817,1138,1586,1362,748,1028,1557,899
CAGL0M05511g,1301,842,1158,1034,510,788,1166,625
CAGL0M05533g,1596,980,1149,1280,822,1063,1325,657
CAGL0M05555r,2,0,0,0,0,2,0,0
CAGL0M05577g,408,252,436,329,129,178,370,216
CAGL0M05593g,1016,473,820,662,644,911,739,328
CAGL0M05599g,4340,3788,4754,3453,1243,1436,3166,2746
CAGL0M05621g,1051,773,967,843,391,625,1018,604
CAGL0M05643g,918,689,690,602,355,423,802,599
CAGL0M05665g,669,551,1109,983,348,462,887,550
CAGL0M05687g,1010,631,764,795,376,524,1062,904
CAGL0M05709g,1099,787,1026,874,424,735,1019,658
CAGL0M05731g,710,477,620,540,233,496,671,382
CAGL0M05753g,1141,638,944,699,340,602,921,602
CAGL0M05775g,2953,1894,1971,886,1018,1456,1367,1224
CAGL0M05797g,151,134,95,72,57,69,59,67
CAGL0M05819g,10,6,8,6,3,6,7,6
CAGL0M05841g,1354,1026,2639,1925,641,1025,1862,1307
CAGL0M05863g,1862,1455,1465,1335,806,1091,1822,1277
CAGL0M05871r,0,0,0,1,0,3,0,0
CAGL0M05878r,7,0,3,3,5,7,2,2
CAGL0M05885g,714,481,568,284,201,401,476,374
CAGL0M05907g,876,605,751,534,156,468,698,421
CAGL0M05929g,1515,1024,1357,1247,707,936,1625,990
CAGL0M05951g,147,162,393,362,75,93,303,193
CAGL0M05973g,6203,4675,5116,4324,2747,3586,5399,3551
CAGL0M05995g,1645,1285,1019,691,887,868,728,535
CAGL0M06017g,1669,1196,1503,1124,691,1098,1363,970
CAGL0M06039g,377,282,341,231,151,267,311,216
CAGL0M06061g,269,172,288,278,110,185,308,159
CAGL0M06083g,14919,11106,10485,8758,5731,6731,10539,7828
CAGL0M06105g,925,676,1025,1232,328,325,1185,923
CAGL0M06127g,1899,1392,1616,1271,750,1183,1742,1127
CAGL0M06149g,1028,826,500,294,260,549,491,450
CAGL0M06171g,1245,1009,1055,1049,597,641,1338,1438
CAGL0M06193g,249,157,194,174,90,111,218,95
CAGL0M06215g,1472,963,872,812,680,964,1012,539
CAGL0M06237g,3794,2825,3570,3331,1608,1744,3484,2203
CAGL0M06259g,1102,787,1438,1380,402,590,1309,809
CAGL0M06281g,8,1,1,2,1,2,2,0
CAGL0M06303g,15521,9316,10794,7914,6801,9781,11836,6738
CAGL0M06325g,128,106,260,306,42,53,312,186
CAGL0M06347g,456,410,438,587,201,160,444,401
CAGL0M06369g,3396,1981,2201,1414,1063,1745,1954,1523
CAGL0M06391g,1876,1446,1368,981,839,1044,1659,1389
CAGL0M06413g,1313,978,1359,1513,656,810,1647,834
CAGL0M06435g,3,1,2,1,0,1,1,1
CAGL0M06457g,2713,1864,2652,1890,900,1302,2125,1638
CAGL0M06479g,137,102,140,79,69,122,109,81
CAGL0M06501g,8356,4665,6372,4542,4434,4707,6152,2816
CAGL0M06523g,44312,35074,33288,24460,18929,22476,32899,23360
CAGL0M06545g,799,641,917,719,279,547,829,528
CAGL0M06567g,1052,691,818,423,311,725,667,601
CAGL0M06589g,1057,746,735,467,318,751,796,603
CAGL0M06611g,521,340,748,663,170,332,667,309
CAGL0M06633g,218,143,485,467,115,146,295,153
CAGL0M06655g,4041,2461,4047,2805,2101,2642,3173,1604
CAGL0M06677g,4480,3344,3848,3140,1937,2926,3344,2446
CAGL0M06699g,677,506,703,619,327,484,827,435
CAGL0M06721g,1224,942,1339,1181,601,620,1289,819
CAGL0M06743r,0,0,0,1,0,0,0,0
CAGL0M06765g,487,392,535,373,216,402,541,348
CAGL0M06787g,1694,1193,1262,991,501,1047,1180,912
CAGL0M06809g,804,656,638,437,232,498,580,505
CAGL0M06831g,1452,1089,1451,1122,601,801,1115,781
CAGL0M06853g,689,471,779,814,281,449,988,509
CAGL0M06875g,539,447,447,400,225,327,483,349
CAGL0M06882r,11,9,5,1,1,8,5,3
CAGL0M06889r,9,3,5,2,3,15,7,2
CAGL0M06897g,85,73,70,92,37,64,148,73
CAGL0M06919g,1158,675,843,630,307,480,746,634
CAGL0M06941g,1341,987,917,536,370,898,822,683
CAGL0M06963g,15,11,27,31,2,1,74,67
CAGL0M06985g,248,183,249,235,77,171,254,153
CAGL0M07001g,125,90,153,130,68,82,124,62
CAGL0M07007g,387,234,344,336,158,237,445,328
CAGL0M07029g,4650,3431,3961,3098,1377,2714,3838,2596
CAGL0M07051g,1385,857,1186,944,414,756,1231,749
CAGL0M07073g,322,257,313,267,162,129,296,202
CAGL0M07095g,4780,3549,4245,3597,2383,3250,3973,2447
CAGL0M07117g,287,226,264,231,145,210,243,186
CAGL0M07139g,606,562,605,653,288,345,856,704
CAGL0M07161g,9985,8524,7335,6024,4469,5317,8113,6668
CAGL0M07183g,290,231,347,347,172,154,320,221
CAGL0M07205g,499,430,687,687,179,214,618,421
CAGL0M07227g,4616,3060,3061,1910,1288,2854,2780,2232
CAGL0M07249g,414,247,447,318,138,246,362,224
CAGL0M07271g,1155,773,1005,909,521,637,1141,655
CAGL0M07293g,579,329,398,321,156,215,406,254
CAGL0M07315g,1245,862,1516,1078,488,553,986,644
CAGL0M07337g,664,495,580,477,283,361,552,388
CAGL0M07359g,10,2,6,6,0,2,3,2
CAGL0M07381g,1333,992,1460,1642,698,868,1435,674
CAGL0M07403g,610,630,599,422,338,414,495,483
CAGL0M07425g,883,637,727,567,419,581,723,599
CAGL0M07447g,3322,2138,3259,3214,1654,1997,3525,1982
CAGL0M07469g,686,539,669,617,271,408,678,458
CAGL0M07491g,241,173,280,212,90,214,185,103
CAGL0M07513g,2720,1811,1998,1715,1237,1226,2412,1449
CAGL0M07535r,0,0,0,0,0,0,0,0
CAGL0M07546g,356,236,409,395,178,253,424,181
CAGL0M07568g,404,329,419,433,240,183,488,373
CAGL0M07590g,785,603,672,587,362,440,768,473
CAGL0M07612g,803,571,939,771,530,403,837,505
CAGL0M07634g,22,17,40,32,7,13,14,15
CAGL0M07656g,4999,4266,3881,3097,1967,2397,3097,2133
CAGL0M07678g,2558,1786,1558,828,773,1991,1544,1200
CAGL0M07685r,12,30,17,13,2,14,30,53
CAGL0M07687r,7,1,3,1,1,1,4,2
CAGL0M07689r,8,4,3,1,0,6,1,0
CAGL0M07691r,5,1,1,2,0,3,3,1
CAGL0M07693r,12,14,3,4,0,8,8,7
CAGL0M07695r,7,2,1,0,2,10,2,2
CAGL0M07697r,0,1,0,0,0,3,0,0
CAGL0M07700g,965,736,801,525,155,545,633,454
CAGL0M07722g,9679,6283,7387,5697,3299,5870,6489,3786
CAGL0M07744g,22,16,4,5,19,22,5,5
CAGL0M07766g,117,97,33,21,19,121,21,18
CAGL0M07788r,1,0,0,0,0,0,0,0
CAGL0M07832g,210,174,46,36,60,216,19,12
CAGL0M07854g,320,209,251,235,157,223,281,159
CAGL0M07876g,1321,1138,884,740,606,775,851,624
CAGL0M07898g,1562,1111,1299,1044,603,771,1249,703
CAGL0M07920g,148435,112691,125224,85626,52022,57175,94998,66960
CAGL0M07942g,921,742,1103,847,325,279,637,462
CAGL0M07964r,0,0,0,0,0,0,0,0
CAGL0M07986g,501,348,424,390,278,307,410,266
CAGL0M08008g,950,570,861,915,315,582,1020,542
CAGL0M08030g,1349,903,832,620,476,930,940,553
CAGL0M08052g,442,292,302,365,8,42,422,203
CAGL0M08074g,2452,1762,2306,1929,899,1921,2607,1525
CAGL0M08096g,2,1,0,2,1,4,3,2
CAGL0M08118g,41907,27081,31600,21760,19365,24024,30932,18235
CAGL0M08162g,1466,916,1297,1257,594,929,1505,762
CAGL0M08184g,119,66,115,126,48,75,116,60
CAGL0M08206g,2728,1890,3061,2980,1168,1306,3048,1558
CAGL0M08228g,493,373,570,490,202,218,524,306
CAGL0M08250g,2102,1555,1680,1466,1208,1442,1557,938
CAGL0M08272g,1549,1152,1390,1240,486,965,1614,997
CAGL0M08294g,970,673,776,638,257,456,872,523
CAGL0M08316g,642,469,705,725,275,437,804,415
CAGL0M08338g,1297,817,963,711,545,707,1120,770
CAGL0M08360g,991,711,1144,1265,502,622,1214,673
CAGL0M08382g,1100,1084,882,667,460,538,1065,1008
CAGL0M08404g,1707,1320,1623,1207,553,946,1589,1243
CAGL0M08426g,551,397,676,844,260,325,492,273
CAGL0M08448g,3423,2549,1685,1247,1356,2623,2182,1265
CAGL0M08470r,0,0,0,0,0,0,0,0
CAGL0M08492g,14027,11836,17444,15369,5214,4810,14288,10412
CAGL0M08514g,5680,5479,8276,5240,1506,1727,4409,4401
CAGL0M08536g,343,245,207,183,100,88,236,114
CAGL0M08552g,3320,2308,4252,3150,1452,2125,3434,3124
CAGL0M08558g,0,0,0,1,0,2,0,0
CAGL0M08580g,14,3,9,5,0,5,3,4
CAGL0M08602g,1847,1511,1850,1343,767,789,1401,1136
CAGL0M08624g,180,110,154,135,60,49,140,88
CAGL0M08646g,784,545,777,670,381,452,731,498
CAGL0M08668g,2453,1662,2473,1832,881,1447,2429,1672
CAGL0M08690g,629,376,616,510,204,378,602,357
CAGL0M08712g,1271,836,1445,1336,511,811,1310,655
CAGL0M08734g,352,286,345,380,166,222,453,251
CAGL0M08756g,1077,789,1056,1080,452,664,1419,630
CAGL0M08778g,55,44,41,25,33,53,33,19
CAGL0M08800g,1150,966,1158,1001,498,646,933,683
CAGL0M08822g,970,496,1679,2000,621,612,1710,908
CAGL0M08844g,1604,1089,2054,1786,701,1179,1820,1068
CAGL0M08866g,560,428,738,640,249,328,644,444
CAGL0M08888g,252,178,203,144,75,228,177,109
CAGL0M08910g,1945,1406,2056,2029,807,1032,2023,1161
CAGL0M08932g,478,378,550,586,239,134,499,502
CAGL0M08954g,1442,1106,1334,1203,640,881,1227,933
CAGL0M08976g,806,605,643,474,257,516,746,503
CAGL0M08998r,1,0,1,0,0,0,1,1
CAGL0M09020g,20,21,24,31,7,3,19,21
CAGL0M09042g,12,8,4,1,0,2,3,3
CAGL0M09064g,1149,958,808,759,426,654,1050,764
